id,content,category,createdAt
b61a46a7-0727-42ae-b35e-93a22c900f8c,2008 Carling Cup Final: Beat Chelsea. Their last trophy. That’s the joke.,bottle,2025-03-25T01:38:03.218558
3c6ce3da-159c-4cbe-847c-daa8dd4468d5,2013–14: Spent Bale money on 7 players. Ended up with Tim Sherwood in a gilet.,bottle,2025-03-25T01:38:03.218574
9f6aa26e-0592-4c2b-a99a-65e09fd0fce6,2001 FA Cup Semi-Final: Lost to Arsenal 2–1 after leading.,bottle,2025-03-25T01:38:03.218582
f4a14d99-d215-4728-b0f0-d0bbe04fafc6,2002 League Cup: Lost to Blackburn in the final.,bottle,2025-03-25T01:38:03.218590
740b105b-b4f3-4541-90ae-67ec8d14adaa,2009 League Cup Final: Drew 0–0 vs United. Lost on penalties.,bottle,2025-03-25T01:38:03.218598
45e07a18-7174-4685-bdbd-23c59eed2bf1,2010 FA Cup Semi-Final: Lost to Portsmouth. They were relegated and broke.,bottle,2025-03-25T01:38:03.218605
10f9e265-077b-44c7-8957-0566d6d19105,2014–15 Europa League: Knocked out by Fiorentina.,bottle,2025-03-25T01:38:03.218615
b0801c60-333e-4a8b-aad9-b03d7d779b30,2006–07 UCL Race: Led the top 4 race late season. Finished 5th.,bottle,2025-03-25T01:38:03.218622
800eb9e7-e241-4f9a-b5df-96e6ee2b3d49,Every North London Derby at Emirates: Haven’t won there in the league since 2010.,bottle,2025-03-25T01:38:03.218630
1d14a74a-890b-408a-9d01-f1114c50724b,April 2023: Drew 2–2 with Everton. Lost 3–2 to Bournemouth. Sacked Conte. Then lost 6–1 to Newcastle.,bottle,2025-03-25T01:38:03.218638
6a1e5abc-1019-4dc0-9416-f0f5c5105fd7,Spurs once had two different managers in the same week—and lost under both.,banter,2025-03-25T01:38:03.218646
fe934732-f04c-49f1-9095-dd1d2d815924,They’ve spent over £1 billion since 2000. Trophy return? Two.,banter,2025-03-25T01:38:03.218653
87bf04a1-49ab-4044-b435-e496cd105dd1,Their biggest win of the decade was 6–1... vs Maccabi Haifa.,banter,2025-03-25T01:38:03.218660
66c988fe-ff2c-4976-ab7d-413dbcf92f3c,Lucas Moura’s hat-trick vs Ajax was their peak. That was also the semi-final.,banter,2025-03-25T01:38:03.218668
6ec22528-3268-47e8-9d4d-afa704103bab,The Amazon documentary “All or Nothing” resulted in nothing.,banter,2025-03-25T01:38:03.218675
0912af22-0955-473a-863b-5f574c795204,They built a cheese room in the new stadium before a trophy cabinet.,banter,2025-03-25T01:38:03.218699
41338c29-dbf3-414e-b87a-7d7ae6b3f44e,Spurs have had 18 players wear #9 since Berbatov. None scored over 15 goals.,banter,2025-03-25T01:38:03.218707
6e210922-726c-4caa-a5a0-e0ab1c9868eb,"The club held a parade for finishing 4th once. Yes, really.",banter,2025-03-25T01:38:03.218715
8fd8d4e0-72c7-4a20-beda-a70da1d4f6bc,Hugo Lloris has more own goals & clangers than any top 6 keeper since 2015.,banter,2025-03-25T01:38:03.218723
711130b3-eaf5-45fd-80ad-a906e215210b,No team has lost more FA Cup semi-finals (10) than Spurs.,banter,2025-03-25T01:38:03.218731
22a9f4dd-5996-4a69-a75c-c0d38e463302,Sold Grealish for £6m before Villa exploded. Bought Sissoko for £30m.,banter,2025-03-25T01:38:03.218748
262bd2e6-db51-4aaf-b3e8-3adb8fdaba32,Broke transfer record to sign Ndombele. He now plays in Turkey... on loan.,banter,2025-03-25T01:38:03.218755
b1bb8976-3bad-4aeb-8e39-132895750ee1,Lost to League Two Colchester United in 2019.,banter,2025-03-25T01:38:03.218763
eccb3824-67a2-4510-beab-b769b687656a,Erik Lamela’s best moment was a Rabona nutmeg in a loss.,banter,2025-03-25T01:38:03.218770
b3d6c6e1-1d27-41c4-9805-554d8b3fb917,Had three red cards in a single match vs Chelsea (2016).,banter,2025-03-25T01:38:03.218777
bf7078aa-38f3-48c3-b003-86f9bea47028,"In the last 20 years, Stoke have reached more FA Cup finals than Spurs.",banter,2025-03-25T01:38:03.218784
e76c3d34-290f-47bb-9cf2-b22caf545450,"Spurs tried to sign Luis Díaz, Bruno Fernandes & Dybala. Ended up with Gedson Fernandes.",banter,2025-03-25T01:38:03.218791
e107f23c-63bf-4330-a190-eb187fe16445,"Since 1991, Spurs have been to fewer finals than Wigan.",banter,2025-03-25T01:38:03.218799
d0bfc1b2-7200-4319-9cf5-4499ca6823c0,Once had Jermain Jenas as club captain.,banter,2025-03-25T01:38:03.218806
dbb42b74-d466-492c-8715-24ae35a75732,Ryan Mason has managed them twice—and he’s younger than most keepers.,banter,2025-03-25T01:38:03.218813
3d4f33b0-15c2-455e-90ae-1f06c502b030,Have a better win rate at Wembley as a neutral than when it was their home ground.,banter,2025-03-25T01:38:03.218820
0505d2c8-c6b6-4e37-aecb-048cb358e27b,"Sold Walker, signed Aurier. Spurs fans still recovering.",banter,2025-03-25T01:38:03.218827
5d026d72-2c8c-46fb-97c5-a5a7d52f93c2,"Once let Bale, Modrić, and Eriksen leave without replacing a single one properly.",banter,2025-03-25T01:38:03.218835
16fe2139-796b-4e20-a7e1-6ee291c215f9,Went three seasons without beating Arsenal… then drew at home when they finally could.,banter,2025-03-25T01:38:03.218842
494da3dd-9f3d-465d-a3a3-6177f8201b61,"Have been mathematically in title races zero times in the past 20 years, despite finishing top 4 five times.",banter,2025-03-25T01:38:03.218849
